Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.0228161811828613	0	20.836735	10.180708	51.0	9.0	20.836734693877553	10.180707923694298	1021	1021
1.7235543727874756	1	26.125	14.498599	77.0	11.0	26.125	14.498599070255029	1045	2066
2.2232627868652344	2	33.7	16.737484	86.0	12.0	33.7	16.73748288522899	1011	3077
2.8139846324920654	3	40.56	16.20637	79.0	15.0	40.56	16.206369118343563	1014	4091
3.2790353298187256	4	40.56	11.437062	76.0	22.0	40.56	11.437062559940816	1014	5105
3.733515501022339	5	50.25	22.638187	85.0	24.0	50.25	22.638186764844924	1005	6110
4.289079666137695	6	48.142857	20.487593	106.0	24.0	48.142857142857146	20.487593723974502	1011	7121
4.858575344085693	7	48.285713	19.73429	90.0	23.0	48.285714285714285	19.73428936827339	1014	8135
5.299129486083984	8	60.17647	22.434834	113.0	34.0	60.1764705882353	22.43483450591866	1023	9158
5.800899267196655	9	61.235294	27.626776	136.0	25.0	61.23529411764706	27.6267760392931	1041	10199
6.328598737716675	10	50.3	15.925137	74.0	24.0	50.3	15.92513736204495	1006	11205
6.889829635620117	11	51.4	17.579533	94.0	28.0	51.4	17.579533554676583	1028	12233
7.460602045059204	12	60.058823	23.324995	125.0	33.0	60.05882352941177	23.324994390605955	1021	13254
8.020414590835571	13	55.833332	16.176971	98.0	35.0	55.833333333333336	16.176972660063576	1005	14259
8.618710994720459	14	82.84615	31.777702	142.0	39.0	82.84615384615384	31.777704215488892	1077	15336
9.169063568115234	15	63.125	18.397945	99.0	39.0	63.125	18.397944858054117	1010	16346
9.715523958206177	16	69.4	20.388885	114.0	39.0	69.4	20.388885861337954	1041	17387
10.25915813446045	17	63.125	29.542078	134.0	33.0	63.125	29.542078041329457	1010	18397
10.866761207580566	18	69.6	21.077	114.0	42.0	69.6	21.077001684300356	1044	19441
11.336316108703613	19	60.294117	16.861948	102.0	37.0	60.294117647058826	16.861947085540592	1025	20466
11.927399635314941	20	63.375	17.553045	95.0	39.0	63.375	17.553044607702677	1014	21480
12.546695232391357	21	72.666664	26.264467	113.0	29.0	72.66666666666667	26.264466912964785	1090	22570
13.09589409828186	22	67.73333	27.34829	157.0	38.0	67.73333333333333	27.34828859158995	1016	23586
13.680211067199707	23	65.125	19.156836	104.0	37.0	65.125	19.156836247146867	1042	24628
14.148196697235107	24	64.75	23.209642	118.0	38.0	64.75	23.209642392764263	1036	25664
14.573642492294312	25	64.5	16.643316	103.0	44.0	64.5	16.64331697709324	1032	26696
15.03786826133728	26	72.21429	27.026913	110.0	28.0	72.21428571428571	27.026914023481353	1011	27707
15.622686624526978	27	50.95	10.897133	70.0	35.0	50.95	10.897132650381018	1019	28726
16.171931982040405	28	60.35294	23.97288	111.0	33.0	60.35294117647059	23.97287971724958	1026	29752
16.718467235565186	29	62.9375	18.589207	96.0	38.0	62.9375	18.589206377626777	1007	30759
17.314167261123657	30	56.0	15.434071	90.0	33.0	56.0	15.434070309409293	1064	31823
17.892284631729126	31	69.6	28.23898	136.0	36.0	69.6	28.238980151556465	1044	32867
18.378151655197144	32	57.166668	20.865309	98.0	31.0	57.166666666666664	20.865308795009746	1029	33896
18.94264268875122	33	65.3125	22.174644	110.0	31.0	65.3125	22.174644162872152	1045	34941
19.42903971672058	34	68.26667	19.793825	114.0	39.0	68.26666666666667	19.79382619797283	1024	35965
19.993359088897705	35	72.666664	26.149994	123.0	41.0	72.66666666666667	26.14999468876088	1090	37055
20.521110773086548	36	58.833332	11.6630945	94.0	39.0	58.833333333333336	11.663094691280603	1059	38114
21.110926151275635	37	76.64286	28.801308	150.0	40.0	76.64285714285714	28.801307368285364	1073	39187
21.70376443862915	38	72.07143	24.496252	140.0	38.0	72.07142857142857	24.496251275054558	1009	40196
22.30734658241272	39	65.375	17.503124	102.0	42.0	65.375	17.503124721031956	1046	41242
22.877068758010864	40	70.26667	25.629326	138.0	40.0	70.26666666666667	25.62932348350659	1054	42296
23.47478222846985	41	74.28571	29.109224	145.0	42.0	74.28571428571429	29.109224290171497	1040	43336
24.007566213607788	42	79.38461	33.910603	158.0	44.0	79.38461538461539	33.91060297433297	1032	44368
24.628634691238403	43	67.375	12.378787	87.0	45.0	67.375	12.378787299247048	1078	45446
25.17742896080017	44	74.78571	25.48439	144.0	48.0	74.78571428571429	25.484388978993653	1047	46493
25.769878149032593	45	79.46154	29.515615	160.0	46.0	79.46153846153847	29.515616165567952	1033	47526
26.4023118019104	46	90.833336	37.17713	183.0	61.0	90.83333333333333	37.17712857240173	1090	48616
26.964935779571533	47	77.76923	21.930498	124.0	52.0	77.76923076923077	21.93049806917595	1011	49627
27.50082516670227	48	84.666664	21.951967	122.0	57.0	84.66666666666667	21.951967768035942	1016	50643
28.05721616744995	49	77.92308	15.147793	117.0	58.0	77.92307692307692	15.147792621427557	1013	51656
28.66178274154663	50	90.333336	21.437248	129.0	59.0	90.33333333333333	21.437246921084704	1084	52740
29.211084365844727	51	87.166664	33.18341	166.0	54.0	87.16666666666667	33.183412857765084	1046	53786
29.798303604125977	52	86.15385	30.432388	173.0	60.0	86.15384615384616	30.43238698352124	1120	54906
30.309975385665894	53	84.583336	23.739763	130.0	44.0	84.58333333333333	23.739763876013786	1015	55921
30.838505744934082	54	80.23077	17.400946	102.0	50.0	80.23076923076923	17.400945359614347	1043	56964
31.420465230941772	55	100.36364	32.054707	153.0	56.0	100.36363636363636	32.05470530563968	1104	58068
32.0669686794281	56	112.0	41.330376	200.0	70.0	112.0	41.330376238306854	1120	59188
32.63140320777893	57	104.5	37.900528	183.0	51.0	104.5	37.900527700811764	1045	60233
33.2753119468689	58	110.9	39.58396	200.0	75.0	110.9	39.58396139852604	1109	61342
33.900595903396606	59	96.545456	27.073513	153.0	56.0	96.54545454545455	27.07351485514155	1062	62404
34.50587487220764	60	94.545456	20.738035	141.0	69.0	94.54545454545455	20.73803548320041	1040	63444
35.119561195373535	61	112.7	37.831337	200.0	67.0	112.7	37.831336217479816	1127	64571
35.710694789886475	62	137.75	34.76259	200.0	87.0	137.75	34.76258764821744	1102	65673
